sequence.id,OTU_0,OTU_1,OTU_2,OTU_3,OTU_4,OTU_5,OTU_6,OTU_7,OTU_8,OTU_9,OTU_10,OTU_12,OTU_14,OTU_15,OTU_16,OTU_17,OTU_18,OTU_19,OTU_20,OTU_22,OTU_23,OTU_24,OTU_26,OTU_27,OTU_28,OTU_29,OTU_30,OTU_31,OTU_32,OTU_34,OTU_36,OTU_38,OTU_39,OTU_40,OTU_41,OTU_42,OTU_43,OTU_45,OTU_47,OTU_48,OTU_49,OTU_52,OTU_53,OTU_54,OTU_55,OTU_56,OTU_57,OTU_58,OTU_60,OTU_61,OTU_62,OTU_63,OTU_64,OTU_65,OTU_66,OTU_68,OTU_69,OTU_71,OTU_72,OTU_73,OTU_74,OTU_75,OTU_76,OTU_77,OTU_78,OTU_79,OTU_80,OTU_81,OTU_82,OTU_83,OTU_84,OTU_85,OTU_86,OTU_88,OTU_89,OTU_90,OTU_91,OTU_92,OTU_93,OTU_95,OTU_96,OTU_97,OTU_99,OTU_101,OTU_103,OTU_105,OTU_106,OTU_108,OTU_109,OTU_110,OTU_111,OTU_112,OTU_113,OTU_115,OTU_116,OTU_117,OTU_118,OTU_119,OTU_120,OTU_122,OTU_123,OTU_124,OTU_125,OTU_127,OTU_129,OTU_130,OTU_131,OTU_132,OTU_133,OTU_134,OTU_135,OTU_137,OTU_138,OTU_140,OTU_141,OTU_142,OTU_143,OTU_144,OTU_146,OTU_149,OTU_150,OTU_151,OTU_152,OTU_155,OTU_156,OTU_157,OTU_160,OTU_161,OTU_162,OTU_163,OTU_165,OTU_166,OTU_167,OTU_168,OTU_169,OTU_170,OTU_171,OTU_172,OTU_174,OTU_175,OTU_176,OTU_178,OTU_180,OTU_181,OTU_182,OTU_183,OTU_185,OTU_186,OTU_187,OTU_188,OTU_190,OTU_191,OTU_193,OTU_194,OTU_200,OTU_202,OTU_203,OTU_204,OTU_206,OTU_208,OTU_210,OTU_211,OTU_212,OTU_216,OTU_220,OTU_221,OTU_222,OTU_223,OTU_225,OTU_226,OTU_227,OTU_228,OTU_229,OTU_231,OTU_232,OTU_233,OTU_234,OTU_235,OTU_237,OTU_241,OTU_242,OTU_243,OTU_245,OTU_246,OTU_248,OTU_249,OTU_251,OTU_253,OTU_254,OTU_256,OTU_257,OTU_258,OTU_259,OTU_261,OTU_262,OTU_263,OTU_265,OTU_266,OTU_267,OTU_268,OTU_269,OTU_270,OTU_273,OTU_274,OTU_280,OTU_282,OTU_286,OTU_290,OTU_291,OTU_297,OTU_305,OTU_309,OTU_313,OTU_324,OTU_332,OTU_338,OTU_345,OTU_347,OTU_452,OTU_552,OTU_612,OTU_614,OTU_1186,OTU_46,OTU_59,OTU_102,OTU_164,OTU_238,OTU_260,OTU_13,OTU_25,OTU_44,OTU_51,OTU_87,OTU_98,OTU_104,OTU_107,OTU_121,OTU_126,OTU_147,OTU_159,OTU_184,OTU_189,OTU_195,OTU_196,OTU_198,OTU_199,OTU_201,OTU_205,OTU_209,OTU_213,OTU_214,OTU_217,OTU_219,OTU_239,OTU_264,OTU_328
Wood30,17.54,9.4102,0,4.9789,4.9789,8.58,14.588,14.562,10.246,0,0,11.33,0,6.1231,0,11.803,0,13.548,10.409,7.9825,10.944,0,0,0,3.11,8.2945,9.3939,5.2916,0,12.321,0,6.7532,0,4.579,0,0,5.2916,4.9789,4.579,4.9789,3.11,10.401,0,0,0,12.937,4.0239,0,0,0,7.2637,7.7465,0,0,4.579,9.344,0,7.3337,0,0,0,6.533,0,5.2916,0,4.9789,0,0,0,0,0,0,6.9441,4.0239,0,0,5.9558,0,5.2916,0,0,0,7.8455,0,9.7542,0,0,3.11,0,9.5636,4.0239,6.6473,0,0,0,0,0,0,0,0,0,0,0,9.6066,5.5485,0,7.1902,0,5.5485,0,0,0,6.2731,0,7.3337,0,0,0,0,0,0,0,0,4.579,0,0,0,0,0,3.11,3.11,0,0,0,0,3.11,0,0,0,0,0,0,0,0,5.7665,0,0,0,0,0,0,0,8.4284,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,4.579,0,0,5.2916,0,0,3.11,0,0,5.9558,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,8.491,3.11,0,3.11,0,0,0,0,4.0239,0,0,3.11,0,3.11,0,0,4.579,0,0,0,0,0,0,0,0,0,9.4102,8.1075,0,3.11,7.2637,10.473,0,0,0,0,0,0,0,4.9789,0,0,6.8518,0,7.1902,0,4.0239,0,5.2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood17,9.5275,0,17.42,2.1571,2.1571,10.45,11.239,11.959,5.4102,0,6.1335,8.7132,0,6.2691,3.5085,13.3,0,3.5085,10.677,0,7.1931,0,0,8.3032,9.6568,12.034,9.6995,12.278,4.6566,2.9856,0,0,0,0,2.9856,2.9856,10.717,0,9.6319,0,0,9.7114,0,0,0,2.9856,2.1571,5.2877,0,0,8.5091,0,2.1571,0,10.256,3.5085,0,9.2279,0,0,0,6.2691,5.7253,7.0869,3.8915,6.2029,0,7.1931,0,2.9856,0,6.0606,8.64,2.1571,9.9622,0,0,0,8.4389,0,2.1571,0,3.5085,0,3.5085,4.4437,0,4.4437,0,0,5.1539,6.5072,0,0,0,0,2.9856,6.2029,0,0,0,5.2877,7.2597,3.8915,6.5072,9.7055,4.6566,2.9856,0,0,6.613,0,5.9838,6.932,7.0115,0,0,10.396,0,3.5085,2.1571,0,2.1571,0,0,8.0059,0,0,0,7.3543,9.1244,0,0,0,0,2.9856,0,0,0,0,0,0,0,0,3.5085,0,0,4.6566,4.6566,0,0,0,0,0,3.5085,9.2445,0,0,5.8167,9.285,0,5.7253,2.9856,0,5.8167,0,0,0,7.5534,0,6.7116,0,0,4.1939,0,0,0,7.7974,0,0,0,0,0,4.1939,3.5085,3.8915,0,0,0,0,0,0,0,2.9856,0,0,0,0,0,0,0,0,6.4513,0,2.9856,0,0,2.9856,2.9856,0,2.9856,6.3931,0,0,2.1571,0,0,5.1539,0,10.489,0,0,5.1539,7.5798,0,0,0,0,0,11.236,0,4.1939,0,4.6566,11.263,0,7.1232,9.8531,0,4.6566,8.0252,10.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood12,16.048,0,15.793,15.32,5.1858,4.2249,12.766,11.1,4.2249,4.2249,8.3978,10.255,0,9.0064,3.3001,9.5904,0,0,9.079,0,12.468,0,8.8492,0,0,6.6198,10.005,4.2249,0,4.7839,3.3001,0,0,5.4998,15.282,0,12.291,0,7.1558,0,0,9.5051,0,3.3001,0,0,3.3001,0,0,0,8.3201,0,3.3001,0,6.7441,6.9646,0,6.1658,0,0,0,6.3335,0,7.1558,0,0,0,0,0,0,0,8.0092,0,4.7839,0,0,0,0,8.0579,0,9.1705,0,6.4837,0,5.7575,0,0,0,0,0,9.2976,4.2249,0,0,0,0,4.7839,6.7441,3.3001,0,0,7.0633,0,6.1658,5.4998,0,0,0,0,0,0,0,5.4998,3.3001,4.2249,0,0,0,0,0,0,0,4.7839,0,0,4.2249,0,0,0,0,3.3001,0,0,0,0,0,6.3335,0,0,0,0,0,0,0,0,0,0,0,7.2426,0,0,0,0,0,5.7575,0,0,0,0,0,4.2249,0,0,0,5.9761,0,0,0,0,0,0,0,0,7.2426,0,0,3.3001,4.7839,0,0,0,0,0,0,0,5.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3001,0,0,0,3.3001,0,0,5.1858,0,7.6762,0,0,0,0,0,0,0,0,0,0,0,8.3978,0,0,3.3001,0,0,8.3595,0,0,5.1858,0,0,0,0,0,0,0,0,0,0,4.2249,0,0,0,0,0
Wood51,7.9223,0,0,11.502,0,10.41,15.389,11.342,7.9223,0,0,0,0,11.702,0,7.8539,0,13.746,12.497,0,10.343,3.6131,7.5422,0,0,8.11,9.0926,0,0,7.4055,0,7.585,0,11.409,0,8.6834,3.6131,6.3156,8.377,0,0,9.6416,0,0,0,10.605,6.3156,9.8753,0,0,4.8624,3.6131,0,0,7.0247,9.2067,0,6.5925,0,0,0,2.7264,0,8.6635,0,5.9726,0,0,2.7264,0,0,0,7.4981,0,0,0,4.1582,3.6131,5.6882,0,0,0,0,0,5.1172,0,0,0,0,6.6742,0,4.5529,0,0,0,3.6131,4.1582,6.506,0,0,0,0,2.7264,5.1172,3.6131,0,6.2101,0,0,0,0,0,2.7264,6.3156,0,0,0,9.411,0,0,0,0,0,2.7264,0,5.1172,0,0,0,0,6.3156,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7264,9.193,0,3.6131,0,8.4714,0,0,0,0,2.7264,0,0,0,0,0,0,3.6131,0,0,0,0,0,0,5.8374,0,3.6131,0,0,0,0,0,0,0,0,0,0,0,0,2.7264,0,0,0,0,0,0,0,0,4.1582,0,0,0,0,0,0,0,0,0,0,2.7264,0,0,0,0,4.1582,0,0,0,0,0,0,0,0,4.1582,9.1365,7.0857,0,2.7264,9.4921,11.03,0,5.1172,0,0,0,3.6131,0,13.318,0,2.7264,11.262,0,8.2497,0,0,0,0,9.7491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood26,13.205,0,19.26,0,0,7.4714,7.9715,5.9026,3.9732,0,0,6.8905,0,0,6.4795,3.9732,0,0,3.9732,0,5.4956,0,4.9266,0,0,12.117,9.3069,4.9266,0,5.4956,0,4.9266,0,0,0,0,11.108,0,10.183,0,0,4.9266,0,8.2051,0,0,8.3422,0,0,0,6.2197,0,0,0,6.6996,0,0,0,0,0,0,9.404,0,6.4795,10.339,7.7917,0,0,0,0,0,0,0,0,8.3422,0,0,0,0,0,0,0,0,3.9732,0,0,0,3.9732,0,0,8.0537,6.8905,0,3.9732,0,0,0,3.9732,0,0,0,11.867,9.1662,0,0,0,3.9732,0,0,0,0,0,0,0,8.1314,0,0,4.9266,0,8.0537,0,0,6.4795,0,0,3.9732,0,0,0,0,0,5.4956,0,0,0,0,7.8844,0,0,0,0,0,0,0,0,0,0,0,6.4795,0,0,0,0,0,4.9266,0,0,0,4.9266,0,0,4.9266,3.9732,0,0,0,0,6.2197,0,0,4.9266,0,0,0,0,0,0,10.621,0,0,0,0,0,0,0,0,0,0,0,11.029,0,0,0,0,0,0,0,0,0,0,0,0,6.2197,0,0,0,0,0,0,0,0,3.9732,0,0,0,0,0,0,3.9732,0,3.9732,0,3.9732,0,0,0,0,0,0,0,0,5.4956,0,6.2197,0,0,0,11.68,0,0,10.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood43,13.631,0,8.5593,5.3435,0,12.984,12.616,12.169,10.84,0,0,15.165,0,0,0,12.153,0,16.064,9.2872,4.9403,12.178,0,9.9529,7.4856,0,8.2665,7.9572,13.302,0,0,0,8.441,0,0,0,0,6.3257,5.6584,8.7703,0,0,0,0,0,0,11.8,0,8.3564,0,0,8.521,0,7.8375,0,9.6132,0,0,9.9529,0,0,0,0,8.521,8.521,3.4464,0,0,3.4464,0,0,0,0,10.855,0,3.4464,0,0,3.4464,3.4464,9.7355,0,0,5.9166,0,0,0,0,0,0,0,3.4464,0,0,0,3.4464,3.4464,0,3.4464,0,0,0,0,0,0,0,0,3.4464,0,0,0,0,0,3.4464,5.6584,8.3121,0,0,6.9046,0,0,0,0,0,0,0,6.644,0,4.3786,0,3.4464,0,0,0,0,4.3786,0,0,0,0,0,0,0,0,0,4.9403,0,0,3.4464,0,0,0,0,0,0,4.9403,3.4464,0,0,0,0,0,6.3257,0,0,3.4464,6.4936,0,0,0,0,0,0,0,0,5.3435,0,0,4.3786,0,0,0,0,0,3.4464,0,0,0,0,0,0,0,0,7.3167,3.4464,0,0,0,0,0,0,0,0,0,4.9403,4.3786,4.3786,6.4936,4.3786,0,0,0,0,0,0,0,0,0,4.9403,0,0,3.4464,5.9166,3.4464,6.4936,0,0,0,0,0,0,0,7.2241,0,3.4464,9.5948,0,6.4936,7.7068,0,0,0,6.3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood37,8.1878,5.4507,9.8607,3.255,2.7437,9.8113,8.5031,5.5418,8.7136,0,3.6318,7.2206,2.7437,0,1.9445,15.129,0,7.4495,4.1774,5.3535,5.0152,0,10.878,14.522,0,10.13,9.1568,0,1.9445,8.6226,0,2.7437,0,4.8822,0,0,6.3858,8.27,8.3223,0,0,9.1055,0,0,0,3.255,6.6541,1.9445,0,0,8.5477,5.5418,7.8565,4.5724,7.045,0,1.9445,8.9058,0,0,0,8.6839,0,6.5262,9.113,6.7716,0,7.8565,0,0,0,6.4341,7.4258,0,3.255,0,2.7437,7.5625,6.1744,0,1.9445,0,4.7356,0,8.4095,0,8.4571,4.8822,0,0,0,6.8803,2.7437,0,0,0,7.6673,5.9927,0,4.7356,0,0,8.3851,3.6318,0,3.9303,3.6318,0,0,0,0,9.2543,8.2566,4.7356,6.1164,1.9445,0,0,0,3.6318,0,0,6.4341,0,0,6.845,4.7356,0,0,1.9445,0,0,0,0,3.255,0,3.6318,0,0,0,5.9267,0,4.3884,9.7553,5.0152,0,0,4.5724,3.255,0,0,2.7437,0,0,0,0,0,0,3.255,0,0,6.1744,0,0,8.9058,0,0,4.3884,4.8822,0,5.9927,0,0,6.4809,0,0,0,2.7437,0,0,0,0,6.7716,6.3858,0,3.6318,0,0,0,2.7437,0,0,0,1.9445,0,2.7437,5.6274,0,0,0,0,2.7437,3.6318,8.4571,6.1164,0,4.3884,0,5.9927,0,0,0,0,0,2.7437,0,0,1.9445,3.255,0,0,0,5.2493,7.5625,1.9445,5.8575,0,3.6318,0,0,0,0,0,6.845,6.6944,11.398,5.3535,7.8206,4.1774,0,7.8206,4.7356,0,0,0,0,0,0,0,5.5418,0,6.9814,0,0,0,0,5.0152
Wood44,4.7808,3.8324,13.623,2.1081,9.1974,14.524,11.094,0,4.9449,2.1081,0,2.1081,0,0,9.5495,0,0,0,0,0,6.8691,0,9.1974,0,0,10.208,6.2065,7.351,2.1081,0,7.5166,0,4.1339,0,2.9303,0,0,0,8.6015,6.9094,0,4.9449,0,0,0,2.1081,6.6956,2.1081,0,0,0,0,7.0239,8.0726,7.4635,0,11.532,0,0,0,0,3.8324,0,2.9303,0,0,2.1081,0,0,0,10.583,0,4.3832,4.5957,0,11.122,0,0,0,0,4.7808,8.0547,5.461,0,6.8276,0,7.6174,0,0,6.3304,6.7849,0,0,0,0,0,0,0,0,0,10.878,0,0,5.3482,0,0,0,0,0,0,0,0,4.5957,0,0,0,0,0,0,0,7.7342,0,6.6003,0,0,0,0,0,0,2.1081,4.9449,0,0,0,6.3304,0,6.0709,2.1081,0,0,0,0,0,0,0,3.4507,0,0,8.1753,0,0,0,0,0,0,0,0,0,0,0,0,8.0902,0,0,0,0,7.0239,0,2.1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9303,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,2.1081,0,0,0,0,0,0,0,0,0,0,0,7.7564,0,13.058,0,0,0,0,4.1339,0,0,10.685,7.351,0,0,0,0,8.8903,9.1974,0,0,0,0,0,0,0,9.0876,5.9981,9.0063,0,0,0,4.5957,0,0,0
Wood10,9.5447,0,12.297,7.9184,0,15.39,8.6211,12.514,3.4464,2.9261,0,14.213,0,3.828,0,9.817,0,0,3.4464,0,13.21,0,5.6584,5.4563,0,8.935,8.2509,6.3257,3.4464,13.504,13.137,4.7762,0,11.227,0,0,7.4314,0,6.5455,0,0,10.735,0,12.21,0,0,6.4398,8.0319,12.382,7.6838,0,0,4.7762,0,7.5881,8.4948,6.0662,2.9261,0,4.7762,0,7.5119,0,2.9261,0,7.2241,0,8.05,7.1919,0,0,2.1044,5.8356,0,9.4594,0,0,0,11.158,0,9.7795,4.5911,7.7736,0,9.4795,8.7034,7.7517,0,2.9261,0,0,3.4464,3.4464,2.1044,0,0,0,2.9261,4.5911,4.1294,2.1044,6.8643,0,3.4464,11.137,0,0,0,0,0,0,0,2.1044,6.2651,0,0,10.883,3.4464,9.6433,0,0,0,6.0662,0,0,5.3435,0,0,0,0,0,0,0,0,5.9934,0,0,8.4815,0,0,5.8356,0,0,0,0,3.4464,4.9403,4.1294,0,0,0,0,0,8.6331,7.0554,0,3.828,10.15,7.2865,2.1044,3.4464,3.4464,0,0,6.2018,0,2.9261,0,0,0,4.5911,2.1044,0,2.1044,0,0,0,5.6584,0,0,5.0876,0,0,4.5911,9.4112,2.1044,0,0,0,0,0,0,0,4.5911,0,2.1044,0,0,8.0678,0,0,0,0,0,3.4464,0,0,2.1044,0,0,3.4464,0,0,0,2.1044,6.8643,0,2.1044,8.8238,5.5609,7.938,0,4.9403,0,0,0,10.424,3.828,0,2.1044,2.1044,10.382,0,7.0554,0,0,0,5.8356,0,0,2.9261,6.982,0,0,0,0,0,0,0,0,0,0,2.1044,0,0,0,4.9403
Wood28,9.003,9.9811,5.1217,4.6527,0,8.702,15.507,13.513,12.164,16.864,0,0,6.3772,13.133,3.9535,6.3772,5.6238,0,9.4443,0,9.1936,0,0,9.4343,0,5.8819,11.684,0,2.5437,4.3451,2.5437,9.414,0,11.061,0,11.833,3.9535,8.5051,3.4144,0,0,4.3451,0,0,0,0,0,8.0591,2.5437,0,5.7586,2.5437,6.5359,3.4144,8.0327,9.7416,0,8.1842,2.5437,8.0327,0,7.6017,0,8.0591,4.9062,6.7452,0,6.2908,7.4505,0,2.5437,3.4144,5.8819,2.5437,3.4144,0,0,0,4.9062,0,6.8696,0,3.9535,0,0,7.7055,0,3.4144,0,5.9955,0,8.3851,0,0,0,0,0,3.4144,0,2.5437,0,7.5281,0,3.9535,0,3.9535,4.9062,0,3.4144,0,0,4.6527,3.9535,3.4144,0,0,0,0,0,0,2.5437,0,5.1217,0,0,3.9535,0,0,0,0,6.6091,0,0,0,7.5653,0,0,0,0,0,0,0,0,0,0,7.9785,0,3.9535,4.6527,0,0,0,0,0,4.3451,2.5437,0,0,0,0,0,6.199,0,0,6.5359,0,0,0,0,0,0,7.3257,0,0,0,0,0,2.5437,0,0,0,0,0,0,0,2.5437,0,0,9.7497,0,0,0,0,3.4144,0,0,4.6527,0,0,0,0,0,7.2361,4.3451,5.8819,0,0,0,5.1217,0,0,3.4144,0,0,3.4144,7.1891,0,2.5437,9.6051,3.9535,5.9955,7.4505,6.8088,6.928,2.5437,0,0,6.2908,0,2.5437,15.307,0,3.4144,7.6017,0,0,7.2361,0,0,0,0,0,0,0,0,0,0,0,0,2.5437,0,0,0,0,0,0,5.3092
Wood19,8.8767,0,10.85,4.4342,0,13.506,14.362,13.561,16.469,0,4.0412,8.7443,0,2.6217,0,8.7786,0,12.087,9.4233,0,7.5436,0,7.2821,0,0,7.5031,9.8104,7.7302,4.4342,9.2989,2.6217,2.6217,0,9.6061,2.6217,10.72,4.0412,0,4.7427,0,0,11.05,0,0,0,8.9981,0,4.9967,0,0,0,0,12.18,6.9624,9.7426,3.4994,0,11.007,0,4.9967,0,6.4697,0,7.5829,0,4.9967,0,3.4994,3.4994,0,0,0,8.6363,0,4.0412,0,0,0,7.4615,10.906,2.6217,0,0,0,0,0,0,4.0412,2.6217,8.812,0,6.2913,0,4.4342,4.4342,11.138,0,4.4342,0,0,0,5.7155,4.0412,2.6217,7.6211,0,0,0,0,0,0,0,0,5.2127,9.8593,0,0,0,0,0,0,0,0,4.7427,0,2.6217,0,6.9624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4004,0,2.6217,0,0,6.9016,7.1311,4.7427,0,0,0,0,5.5666,0,0,0,0,0,0,0,0,0,0,7.5031,0,0,0,0,6.3833,0,10.047,4.4342,0,0,4.9967,5.7155,0,0,0,0,0,3.4994,4.7427,2.6217,0,0,0,0,0,7.6584,0,0,0,0,0,0,3.4994,0,0,0,7.4615,2.6217,0,4.0412,0,0,5.2127,0,0,0,0,0,0,2.6217,0,6.3833,0,7.9567,0,3.4994,5.4004,9.9143,0,7.0209,0,4.4342,0,0,0,5.974,3.4994,4.9967,9.5869,0,11.977,0,2.6217,0,0,0,0,0,0,10.231,0,0,0,0,0,0,0,0,0,0,0
Wood34,5.2441,4.7458,16.89,4.2817,0,3.067,11.821,11.619,4.5323,0,0,3.9782,2.2296,2.2296,2.2296,9.8795,0,9.3205,6.7049,0,8.0984,3.9782,13.152,0,6.152,10.256,10.767,11.16,3.5934,2.2296,2.2296,0,0,0,0,0,10.307,8.931,10.711,0,0,8.6152,0,3.5934,0,0,3.5934,7.319,0,0,6.2945,0,0,0,9.647,0,0,6.9826,0,0,7.5063,5.8164,0,6.7049,8.427,5.5008,0,7.2507,0,0,0,7.1036,6.4241,0,0,0,5.2441,0,7.4157,0,3.067,0,6.2945,0,5.9939,3.5934,5.0964,8.6016,0,4.2817,3.067,0,0,11.259,0,0,7.9555,4.5323,0,0,0,2.2296,8.1555,6.755,0,10.104,9.1623,0,0,0,0,0,3.067,7.6721,4.5323,0,2.2296,0,0,5.0964,0,0,0,4.2817,0,3.067,10.458,7.2153,0,6.9398,7.2153,0,3.5934,0,7.024,0,0,0,0,0,0,0,0,2.2296,4.9317,4.5323,0,3.5934,3.9782,9.2868,0,9.6066,0,9.0157,4.7458,3.067,0,0,3.067,0,0,7.9978,0,0,0,0,0,5.3782,6.4848,0,7.7729,0,0,3.9782,5.9939,0,0,4.7458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5323,0,0,0,0,0,3.5934,5.0964,2.2296,0,0,0,0,0,2.2296,0,3.9782,0,6.9398,0,0,6.225,0,4.5323,0,0,2.2296,7.8897,0,0,0,0,0,3.5934,0,8.1555,0,5.9079,9.261,0,7.5063,5.2441,0,0,4.5323,9.0157,0,9.7618,0,0,0,0,2.2296,3.067,0,3.067,0,0,0,9.026,0
Wood52,7.1056,0,15.891,6.1561,0,6.233,11.341,12.67,5.3242,4.0553,0,13.791,0,2.2946,0,14.045,0,12.375,0,3.1396,5.8971,6.0748,0,9.108,3.6689,10.589,11.714,0,5.1762,5.0112,0,2.2946,0,0,0,2.2946,5.5812,0,9.7488,0,0,10.234,0,0,0,0,0,10.831,0,0,11.418,12.816,2.2946,3.1396,11.166,0,0,7.8301,0,0,0,9.3079,12.145,6.6804,4.3597,8.2742,4.611,0,0,0,0,7.588,10.459,0,7.1852,0,0,4.825,5.4584,0,6.3756,0,4.0553,0,2.2946,3.6689,0,4.0553,3.1396,3.1396,5.4584,0,7.2969,0,2.2946,9.5069,11.701,0,0,0,0,0,10.324,3.1396,7.8051,0,5.0112,2.2946,0,0,12.075,5.7993,5.7993,2.2946,0,0,0,4.611,0,7.4336,0,0,0,9.013,0,8.413,0,0,0,10.451,0,2.2946,8.7764,0,4.3597,0,2.2946,0,0,0,0,0,0,3.1396,8.3963,0,0,0,3.1396,0,0,0,3.6689,0,0,4.3597,0,0,6.1561,0,0,0,0,0,7.7538,8.3278,6.3061,0,4.3597,0,4.825,4.825,0,5.0112,0,0,0,3.1396,0,0,0,0,6.3756,3.6689,0,0,0,0,2.2946,0,0,0,0,3.1396,0,0,2.2946,0,0,0,0,8.6698,0,0,6.0748,0,0,2.2946,7.6454,0,8.2742,0,6.5053,0,0,3.1396,0,5.3242,0,5.5812,0,3.1396,5.5812,2.2946,0,0,0,2.2946,0,2.2946,0,2.2946,0,0,7.3669,0,7.0641,9.9039,0,0,0,0,0,8.4617,8.0158,0,0,0,0,0,0,6.8849,0,0,0,0,2.2946
Wood3,7.2003,0,4.369,0,16.974,13.344,6.2101,10.808,3.6131,0,0,0,0,12,11.693,10.286,0,5.4308,3.2368,0,8.1533,0,12.235,7.1441,0,6.9282,9.6517,3.2368,1.9294,3.2368,6.2101,0,2.7264,3.2368,0,0,7.8362,0,5.9726,0,0,5.7648,0,0,0,0,8.2891,9.5741,8.8062,0,11.367,0,2.7264,5.2295,7.2544,6.3156,0,3.2368,0,1.9294,11.909,11.196,0,6.0963,8.5813,7.8003,0,7.5422,3.2368,0,3.9112,6.1543,4.5529,0,8.4367,0,2.7264,2.7264,6.8601,0,8.3148,5.2295,5.9726,0,0,0,0,0,0,0,7.8184,0,0,0,0,0,0,4.369,0,5.1172,3.2368,1.9294,0,6.506,0,1.9294,0,0,6.1543,0,0,0,2.7264,3.6131,0,1.9294,0,1.9294,4.1582,5.1172,10.422,0,7.6671,0,0,6.9282,0,0,0,1.9294,0,0,0,0,6.0358,0,3.2368,0,9.7771,0,0,0,9.7397,0,0,0,0,3.2368,5.1172,0,0,0,0,0,4.369,0,0,0,0,0,0,0,0,0,3.9112,0,0,4.1582,0,0,3.6131,4.369,0,3.6131,4.7159,0,7.9055,5.2295,9.172,0,0,0,8.139,0,0,0,9.0007,0,1.9294,0,0,0,0,0,0,3.2368,4.7159,0,0,0,0,3.2368,0,0,3.9112,0,0,3.2368,0,0,0,0,3.9112,0,7.4055,0,0,0,10.061,5.9726,0,0,1.9294,9.6056,0,0,2.7264,0,0,1.9294,0,1.9294,0,6.7133,5.7648,0,7.3569,6.8248,7.8539,9.3315,1.9294,0,0,0,0,0,0,0,6.9611,6.7514,0,0,0,0,0,0,6.2101
Wood36,6.7247,5.2889,3.3956,19.033,0,3.3956,7.6511,11.87,8.012,3.3956,4.8861,3.3956,0,0,0,5.8615,0,3.3956,4.3254,0,10.308,0,6.2704,3.3956,0,11.976,8.8397,3.3956,0,0,7.6511,0,0,6.4382,3.3956,0,12.507,0,7.1685,0,0,5.2889,0,7.8428,0,0,8.3005,6.4382,0,0,4.3254,0,7.0697,5.2889,7.4299,0,3.3956,4.3254,0,0,0,7.7178,0,4.8861,7.7817,8.3851,0,5.8615,0,0,5.6034,10.207,0,5.2889,5.6034,3.3956,0,0,10.308,4.3254,8.2106,5.6034,0,0,0,0,7.7817,5.8615,0,0,0,0,0,0,0,0,3.3956,0,0,0,0,5.8615,0,6.0804,0,0,0,0,3.3956,0,0,0,0,6.9636,0,0,0,0,6.9636,0,4.3254,0,7.7178,0,0,0,0,0,3.3956,3.3956,0,3.3956,0,0,3.3956,0,3.3956,10.556,3.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2889,0,0,0,8.6475,0,0,0,0,0,0,0,0,5.6034,0,0,7.0697,0,0,4.3254,0,0,0,0,0,0,0,0,0,3.3956,4.3254,0,0,0,4.3254,0,0,0,0,0,0,7.7178,0,0,0,0,0,0,0,0,0,0,3.3956,4.8861,0,0,5.8615,0,0,0,0,4.8861,0,5.2889,0,6.4382,0,0,0,3.3956,0,0,0,4.3254,10.351,0,4.3254,0,0,8.8693,0,0,0,0,7.0697,7.261,0,0,0,0,0,0,0,0,7.3479,5.2889,0,0,0,0,0,0,5.2889
